# non co2 emissions map
sector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,unit_conv
Wheat,SO2_1_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
agricultural energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,,,1
alumina,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,SO2_2,Emissions|Sulfur,??,,,,,,,1
chemical energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
comm cooling,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm heating,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm others,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
district heat,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Combustion,,,,,1
electricity,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,??,,,,,1
H2 central production,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,,,,,,,1
industrial energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
industrial processes,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,,,,,,,1
iron and steel,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
N fertilizer,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
process heat cement,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Cement,,,,,,1
process heat food processing,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Other Sector,,,,,,1
process heat paper,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,,1
refining,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,,,,,,1
resid cooling,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight_road,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,SO2_2,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,,,,,,1
urban processes,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,SO2_2,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
Corn,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
FiberCrop,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Fruits,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Legumes,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
MiscCrop,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
NutsSeeds,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilCrop,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilPalm,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OtherGrain,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
PalmFruit,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Rice,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,Emissions|Sulfur|AFOLU|Agriculture|Rice,,,,,1
RootTuber,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Soybean,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
SugarCrop,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Vegetables,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Wheat,SO2_2_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
agricultural energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,,,1
alumina,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,SO2_3,Emissions|Sulfur,??,,,,,,,1
chemical energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
comm cooling,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm heating,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm others,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
district heat,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Combustion,,,,,1
electricity,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,??,,,,,1
H2 central production,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,,,,,,,1
industrial energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
industrial processes,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,,,,,,,1
iron and steel,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
N fertilizer,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
process heat cement,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Cement,,,,,,1
process heat food processing,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Other Sector,,,,,,1
process heat paper,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,,1
refining,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,,,,,,1
resid cooling,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight_road,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,SO2_3,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,,,,,,1
urban processes,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,SO2_3,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
Corn,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
FiberCrop,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Fruits,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Legumes,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
MiscCrop,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
NutsSeeds,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilCrop,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilPalm,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OtherGrain,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
PalmFruit,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Rice,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,Emissions|Sulfur|AFOLU|Agriculture|Rice,,,,,1
RootTuber,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Soybean,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
SugarCrop,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Vegetables,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Wheat,SO2_3_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
agricultural energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand,Emissions|Sulfur|Energy|Demand|AFOFI,,,,,1
alumina,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Non-Ferrous Metals,,,,,,1
ammonia,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Chemicals,Emissions|Sulfur|Industrial Processes|Chemicals|Ammonia,,,,,1
backup_electricity,SO2_4,Emissions|Sulfur,??,,,,,,,1
chemical energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
comm cooling,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm heating,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
comm others,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
construction energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
district heat,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,Emissions|Sulfur|Energy|Supply|Combustion,,,,,1
electricity,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,??,,,,,1
H2 central production,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,,,,,,,1
industrial energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
industrial processes,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,,,,,,,1
iron and steel,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Iron and Steel,,,,,,1
mining energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
N fertilizer,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,??==ammonia??,,,,,1
other industrial energy use,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Industry,,,,,,1
process heat cement,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Cement,,,,,,1
process heat food processing,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Other Sector,,,,,,1
process heat paper,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Industrial Processes,Emissions|Sulfur|Industrial Processes|Pulp and Paper,,,,,,1
refining,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Supply,,,,,,1
resid cooling,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid cooling modern,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating coal,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating modern,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid heating TradBio,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others coal,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others modern,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
resid others TradBio,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Residential and Commercial,,,,,,1
trn_aviation_intl,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_freight_road,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_pass_road_LDV_4W,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
trn_shipping_intl,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Energy,Emissions|Sulfur|Energy|Demand|Transportation,,,,,,1
UnmanagedLand,SO2_4,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Land,,,,,,1
urban processes,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Other,,,,,,,1
waste biomass for paper,SO2_4,Emissions|Sulfur,Emissions|Sulfur|Waste,,,,,,,1
Corn,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
FiberCrop,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Fruits,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Legumes,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
MiscCrop,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
NutsSeeds,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilCrop,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OilPalm,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
OtherGrain,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
PalmFruit,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Rice,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,Emissions|Sulfur|AFOLU|Agriculture|Rice,,,,,1
RootTuber,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Soybean,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
SugarCrop,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Vegetables,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Wheat,SO2_4_AWB,Emissions|Sulfur,Emissions|Sulfur|AFOLU,Emissions|Sulfur|AFOLU|Agriculture,,,,,,1
Beef,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,Emissions|VOC|AFOLU|Agriculture|Livestock,,,,,1
Corn,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
Dairy,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,Emissions|VOC|AFOLU|Agriculture|Livestock,,,,,1
FiberCrop,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
Fruits,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
Legumes,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
MiscCrop,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
NutsSeeds,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
OilCrop,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
OilPalm,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
OtherGrain,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
PalmFruit,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,,,,,,1
Pork,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,Emissions|VOC|AFOLU|Agriculture|Livestock,,,,,1
Poultry,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,Emissions|VOC|AFOLU|Agriculture|Livestock,,,,,1
Rice,NMVOC_AGR,Emissions|VOC,Emissions|VOC|AFOLU,Emissions|VOC|AFOLU|Agriculture,Emissions|VOC|AFOLU|Agriculture|Rice,,,,,1
