"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GCAM 7.0","Reference","Africa_Northern","Agricultural Demand|Crops","million t DM/yr",78.1320258800293,99.1432536058253,117.150263571647,128.667225385442,139.85412566471,152.170895265729,163.516456822297,174.143498080347,183.813835326337,192.448886058642,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Africa_Southern","Agricultural Demand|Crops","million t DM/yr",37.7464997885758,47.4701296686113,56.509455673554,63.4720853171022,72.3447654532182,82.6249519046933,93.5239052857879,105.691226418011,119.134023562045,133.724435944951,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Africa_Western","Agricultural Demand|Crops","million t DM/yr",140.057623711791,168.877825973699,211.52320096315,238.255623429604,269.871732950759,310.121553947499,354.418595274219,402.687059221831,454.703870167857,509.901785174538,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Argentina","Agricultural Demand|Crops","million t DM/yr",24.3229200031019,25.9067951185017,44.1499217991832,45.4716647270566,48.0780579888786,50.3482535791782,52.3470773952577,54.2604122506573,56.232783001862,58.363975067262,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Australia_NZ","Agricultural Demand|Crops","million t DM/yr",23.3217869258866,26.0365178164902,28.3752734389815,32.0389106767282,35.4566223943139,38.3564617837378,41.286311875109,44.747228260038,48.4941045850439,51.8953756822601,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Brazil","Agricultural Demand|Crops","million t DM/yr",198.495417055112,249.372588174548,258.306628645404,276.150284419072,289.759792304311,302.95133982044,315.05849146999,342.114212791229,384.867380641997,426.521874264704,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Canada","Agricultural Demand|Crops","million t DM/yr",34.1623983644759,36.6412515983994,43.1813491947579,48.7122788918429,52.0350276246955,54.4725611637999,57.3727036231085,62.129110129713,67.7491515513668,72.420529276271,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Central America and Caribbean","Agricultural Demand|Crops","million t DM/yr",40.0409717530986,39.1619971926106,41.9023424635635,44.3817078956074,47.4195202025675,50.8952251930679,54.8151523619044,59.8491639147185,66.3293689725892,73.3394397953726,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Central Asia","Agricultural Demand|Crops","million t DM/yr",37.0916437959032,43.4448479775018,51.0761168349735,54.8300942980738,58.4094850527068,61.7896361030271,64.775628117555,67.6127193327868,70.2254665907335,72.2084335470348,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","China","Agricultural Demand|Crops","million t DM/yr",710.112662395924,858.352457155818,1006.15327701977,1076.86593395187,1138.28710048093,1182.93807731931,1208.43217745596,1221.29315283362,1223.68563178205,1216.16154287885,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Colombia","Agricultural Demand|Crops","million t DM/yr",22.6796085003999,23.4898173237735,27.4203637035959,29.940300019579,32.5949542954649,35.1106283327746,37.8649169207346,40.9855502053505,44.1655512014536,46.9558287703107,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","EU-12","Agricultural Demand|Crops","million t DM/yr",80.5515633769552,78.8519714812309,80.9767335227259,85.9439089328196,88.3780535752971,90.3207454254045,91.649881370987,93.5879037165913,96.1841738470379,98.7963012303388,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","EU-15","Agricultural Demand|Crops","million t DM/yr",302.074633617258,324.636132732724,345.354590992829,363.390420330427,376.043917403848,386.660616976946,395.129817583846,411.412959572312,438.816473529905,465.571384416861,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Europe_Eastern","Agricultural Demand|Crops","million t DM/yr",49.1856945691541,52.8920714122052,51.5428218412145,52.5306002343093,53.2726602434019,54.1664191984144,54.9284986195557,55.6740365734205,56.2575969457644,56.7103615838068,0,0,0,0,0,0,0,0,0,0
"GCAM 7.0","Reference","Europe_Non_EU","Agricultural Demand|Crops","million t DM/yr",66.105774666747,70.6204912042618,79.95864168493,85.1812914960195,90.2017291587643,94.8330894046904,98.9720067161875,103.088304041723,107.038885178053,110.506067397966,0,0,0,0,0,0,0,0,0,0
