"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060"
"GCAM 7.1","trn_EVcost-20_241121","Indonesia","Sales|Transportation|Light-Duty Vehicle","million",1.45663647501512,1.94457896975722,2.81687638702127,1.07377592879262,1.39839367211723,1.83881083895802,2.07599986801477,2.25314573384477,2.2507349697945,2.40697427862531,2.73597116273887,2.75344050574888
"GCAM 7.1","trn_EVcost-20_241121","Japan","Sales|Transportation|Light-Duty Vehicle","million",10.6990412348801,10.498306989474,10.2646863044658,2.36660554566161,2.93000261171863,3.87076356630936,3.7548874095536,3.89649016436709,3.3830661180674,3.53741026540031,3.63577164893716,3.5581776577872
"GCAM 7.1","trn_EVcost-20_241121","Mexico","Sales|Transportation|Light-Duty Vehicle","million",3.70956949336456,4.47082268930523,4.64518115768931,1.46159092896175,1.86136477205308,2.62659931202186,2.7650856715847,3.02524483575332,3.02830851428571,3.33420956143638,3.7081637665886,3.84572794535519
"GCAM 7.1","trn_EVcost-20_241121","Middle East","Sales|Transportation|Light-Duty Vehicle","million",9.85891404571429,13.2698232542529,16.2318973110656,4.30380760541477,5.79342764235322,8.96521048243523,9.7020061383671,10.5453382018644,10.4137533533125,11.4547487285714,13.8081079142857,14.42035475
"GCAM 7.1","trn_EVcost-20_241121","Pakistan","Sales|Transportation|Light-Duty Vehicle","million",0.676465280838033,0.985791049911998,1.21314650504993,0.438392534409827,0.451909661899259,0.709617625343045,0.877727922133576,0.985868731844601,1.03383338086129,1.16299812812341,1.47190249245826,1.64292379442799
"GCAM 7.1","trn_EVcost-20_241121","Russia","Sales|Transportation|Light-Duty Vehicle","million",5.30971341370982,6.73251892362664,7.50152861305828,1.7929240118258,2.1604666273415,3.38177977563001,3.42559165716492,3.47118422414402,3.07271526685717,3.20867714448467,3.59969457774095,3.67493001313454
"GCAM 7.1","trn_EVcost-20_241121","South Africa","Sales|Transportation|Light-Duty Vehicle","million",1.13457602045726,1.31299756176072,1.56818743163993,0.383454738031004,0.509071725884339,0.782319993601401,0.822567374089647,0.863002137562388,0.815529034558777,0.877150062554133,1.00708013115746,1.01442303229443
"GCAM 7.1","trn_EVcost-20_241121","South America_Northern","Sales|Transportation|Light-Duty Vehicle","million",1.29330582357533,1.52049117174083,1.48483417252147,0,0,0.144647581889149,0.380123045199063,0.381506435050742,0.286256693793911,0.356467525284934,0.455008579469165,0.513599033567525
"GCAM 7.1","trn_EVcost-20_241121","South America_Southern","Sales|Transportation|Light-Duty Vehicle","million",1.25808480093677,1.87877728337237,2.49986026541764,0.838999219359875,1.12326581576893,1.59761449648712,1.682712490242,1.87294284153005,1.91993974238876,2.10533988290398,2.32486432474629,2.41871842310695
"GCAM 7.1","trn_EVcost-20_241121","South Asia","Sales|Transportation|Light-Duty Vehicle","million",0.30218686419422,0.551072388494683,0.753501254097576,0.327350377020501,0.393781657802332,0.501726899040879,0.603576861138646,0.668678048516578,0.696859972522327,0.777514647791854,0.973045721154173,1.08080444524572
